code,description
842710,"Fork-lift and other works trucks: fitted with lifting or handling equipment, self-propelled by electric motor"
842720,"Fork-lift and other works trucks: fitted with lifting or handling equipment, self-propelled by other than electric motor"
842790,"Fork-lift and other works trucks: fitted with lifting or handling equipment, not self-propelled"
842810,Lifts and skip hoists
842820,Elevators and conveyors: pneumatic
842831,"Elevators and conveyors: continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20"
842832,"Elevators and conveyors: continuous-action, for goods or materials, bucket type, n.e.c. in item no. 8428.20 or 8428.31"
842833,"Elevators and conveyors: continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31"
842839,"Elevators and conveyors: continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33"
842840,Escalators and moving walkways
842860,"Teleferics, chair-lifts, ski-draglines, traction mechanisms for funiculars"
842870,Industrial robots
842890,"Lifting, handling, loading or unloading machinery: n.e.c. in heading no. 8425, 8426, 8427 or 8428"
842911,"Bulldozers and angledozers: self-propelled, track laying"
842919,"Bulldozers and angledozers: self-propelled, other than track laying"
842920,Graders and levellers
842930,Scrapers: self-propelled
842940,Tamping machines and road rollers: self-propelled
842951,Front-end shovel loaders
842952,"Mechanical shovels, excavators and shovel loaders: with a 360 degree revolving super structure"
842959,"Mechanical shovels, excavators and shovel loaders: n.e.c. in item no. 8429.50"
843010,Pile-drivers and pile-extractors
843020,Snow-ploughs and snow-blowers
843031,Coal or rock cutters and tunnelling machinery: self-propelled
843039,Coal or rock cutters and tunnelling machinery: not self-propelled
843041,"Boring or sinking machinery: self-propelled, n.e.c. in heading no. 8430"
843049,Boring and sinking machinery: not self-propelled
843050,"Machinery: for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430"
843061,"Machinery: for tamping or compacting, not self-propelled"
843069,"Machinery: for moving, levelling, scraping, grading, excavating earth minerals or ores: not self propelled n.e.c in 84.30"
843110,Machinery: parts of the machinery of heading no. 8425
843120,Machinery: parts of the machinery of heading no. 8427
843131,"Lifts, skip hoists or escalators: parts thereof"
843139,"Machinery: parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)"
843141,"Machinery parts: buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430"
843142,Machinery parts: bulldozer or angledozer blades
843143,Boring or sinking machinery: parts for boring or sinking machinery of subheading 8430.41 or 8430.49
843149,"Machinery: parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431"
843210,Ploughs: for soil preparation
843221,Harrows: disc harrows
843229,"Harrows: (excluding disc), scarifiers, cultivators, weeders and hoes"
843231,"Seeders, planters and transplanters: no-till direct seeders, planters and transplanters"
843239,"Seeders, planters and transplanters: other than no-till direct seeders, planters and transplanters"
843241,"Spreaders and distributors: for manure and fertilizers, for agricultural, horticultural or forestry use: manure spreaders"
843242,"Spreaders and distributors: for manure and fertilizers, for agricultural, horticultural or forestry use: fertiliser distributors"
843280,Rollers: for lawns or sports-grounds
843290,Machinery: parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds
843311,"Mowers: lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane"
843319,"Mowers: for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane"
843320,Mowers: n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)
843330,Haymaking machinery
843340,"Balers: straw or fodder balers, including pick-up balers"
843351,Combine harvester-threshers
843352,Threshing machinery: other than combine harvester-threshers
843353,Harvesting machinery: for roots or tubers
843359,Harvesting machinery: n.e.c. in heading no. 8433
843360,"Machines: for cleaning, sorting or grading eggs, fruit or other agricultural produce"
843390,"Harvesting machinery: parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers"
843410,Milking machines
843420,Dairy machinery
843490,Milking machines and dairy machinery: parts thereof
843510,"Presses, crushers and similar machinery: used in the manufacture of wine, cider, fruit juices or similar beverages"
843590,"Presses, crushers and similar machinery: parts, used in the manufacture of wine, cider, fruit juices or similar beverages"
843610,Machinery: for preparing animal feeding stuffs
843621,Poultry incubators and brooders
843629,Poultry-keeping machinery: other than incubators and brooders
843680,"Machinery: for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436"
843691,Machinery: parts of poultry-keeping machinery or poultry incubators and brooders
843699,"Machinery: parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436"
843710,"Machines: for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
843780,"Machinery: for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery"
843790,"Machines: parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)"
843810,"Machinery: industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products"
843820,"Machinery: industrial, for the manufacture of confectionery, cocoa or chocolate"
843830,"Machinery: industrial, for sugar manufacture"
843840,"Machinery: industrial, brewery machinery"
843850,"Machinery: industrial, for the preparation of meat or poultry"
843860,"Machinery: industrial, for the preparation of fruits, nuts or vegetables"
843880,"Machinery: used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438"
843890,Machinery: parts of those machines used in the industrial preparation or manufacture of food or drink
843910,Machinery: for making pulp of fibrous cellulosic material
843920,Machinery: for making paper or paperboard
843930,Machinery: for finishing paper or paperboard
843991,Machinery: parts of machinery for making pulp of fibrous cellulosic material
843999,Machinery: parts of machinery for making or finishing paper or paperboard
844010,Book-binding machinery: including book-sewing machines
844090,"Book-binding machinery: including book-sewing machines, parts thereof"
844110,"Machines: cutting, of all kinds, for making up paper pulp, paper or paperboard"
844120,"Machines: for making bags, sacks or envelopes of paper pulp, paper or paperboard"
844130,"Machines: for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard"
844140,"Machines: for moulding articles, in paper pulp, paper or paperboard"
844180,"Machinery: n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
844190,"Machinery: parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds"
844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components"
844240,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components: parts thereof"
844250,"Plates, cylinders and other printing components: lithographic stones prepared for printing purposes (for example, planed, grained or polished)"
844311,"Printing machinery: offset, reel-fed"
844312,"Printing machinery: offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)"
844313,"Printing machinery: offset, n.e.c. in item no. 8443.1"
844314,"Printing machinery: letterpress, reel-fed, excluding flexographic printing"
844315,"Printing machinery: letterpress, other than reel-fed, excluding flexographic printing"
844316,Printing machinery: flexographic
844317,Printing machinery: gravure
844319,"Printing machinery: used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1"
844331,"Printing, copying, and facsimile machines: machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network"
844332,"Printing, copying, and facsimile machines: single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network"
844339,"Printing, copying, and facsimile machines: single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network"
844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442: parts and accessories"
844399,"Printing machinery: parts and accessories, n.e.c. in item no. 8443.91"
844400,"Textile machinery: for extruding, drawing, texturing or cutting man-made textile materials"
844511,Textile machinery: carding machines for preparing textile fibres
844512,Textile machinery: combing machines for preparing textile fibres
844513,Textile machinery: drawing or roving machines for preparing textile fibres
844519,"Textile machinery: n.e.c. in heading no. 8445, for preparing textile fibres"
844520,Textile machinery: spinning machines
844530,Textile machinery: doubling or twisting machines
844540,Textile machinery: winding (including weft-winding) or reeling machines
844590,Textile machinery: involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445
844610,Weaving machines (looms): for weaving fabrics of a width 30cm or less
844621,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, power looms"
844629,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms"
844630,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttleless type"
844711,"Knitting machines: circular, with cylinder diameter not exceeding 165mm"
844712,"Knitting machines: circular, with cylinder diameter exceeding 165mm"
844720,"Knitting machines: flat, stitch-bonding machines"
844790,"Machines: for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
844811,"Machinery, auxiliary: dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith"
844819,"Machinery, auxiliary: for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11"
844820,Machines: parts and accessories of machines or auxiliary machinery of heading no. 8444
844831,"Machines, card clothing: parts and accessories"
844832,"Machines: parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing"
844833,"Machines: parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
844839,"Machines: parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3"
844842,"Weaving machines (looms): parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames"
844849,"Weaving machines (looms): parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4"
844851,"Machines: parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches"
844859,"Machines: parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
844900,"Machinery: for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats"
845011,"Washing machines: household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
845012,"Washing machines: household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg"
845019,"Washing machines: household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
845020,"Washing machines: household or laundry-type, of a dry linen capacity exceeding 10kg"
845090,Washing machines: parts for household or laundry-type
845110,Dry-cleaning machines
845121,Drying machines: of a dry linen capacity not exceeding 10kg
845129,Drying machines: of a dry linen capacity exceeding 10kg
845130,Ironing machines and presses (including fusing presses)
845140,"Machines: for washing, bleaching or dyeing"
845150,"Machines: for reeling, unreeling, folding, cutting or pinking textile fabrics"
845180,"Machinery: for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles: for applying paste to base fabric used in manufacture of floor coverings"
845190,"Machinery: parts, of the machinery of heading no. 8451"
845210,Sewing machines: of the household type
845221,"Sewing machines: (not household type), automatic units"
845229,Sewing machines: not household or automatic unit type
845230,Sewing machine needles
845290,"Sewing machines: furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines"
845310,"Machinery: for preparing, tanning or working hides, skins or leather, other than sewing machines"
845320,"Machinery: for making or repairing footwear, other than sewing machines"
845380,"Machinery: for making or repairing articles of hides, skins or leather, other than sewing machines"
845390,"Machinery: parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
845410,Converters: of a type used in metallurgy or in metal foundries
845420,Ingot moulds and ladles: of a kind used in metallurgy or in metal foundries
845430,Casting machines: of a kind used in metallurgy or in metal foundries
845490,"Machines: parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
845510,Metal-rolling mills: tube mills
845521,Metal-rolling mills: hot or combination hot and cold rolling mills
845522,Metal-rolling mills: cold
845530,Metal-rolling mills: rolls thereof
845590,Metal-rolling mills: parts thereof
845611,Machine-tools: for working any material by removal of material: operated by laser
845612,Machine-tools: for working any material by removal of material: operated by other light or photon beam processes (not laser)
845620,"Machine-tools: for working any material by removal of material, operated by ultrasonic processes"
845630,"Machine-tools: for working any material by removal of material, operated by electro-discharge processes"
845640,Machine tools: for working any material by removal of material: operated by plasma arc processes:
845650,Machine tools: for working any material by removal of material: operated by water-jet cutting machines
845690,Machine tools: for working any material by removal of material: operated by other processes n.e.c. in heading 8456
845710,Machining centres: for working metal
845720,"Machines: unit construction machines (single station), for working metal"
845730,"Metal machines: multi-station transfer machines, for working metal"
845811,"Lathes: for removing metal, horizontal, numerically controlled"
845819,"Lathes: for removing metal, horizontal, other than numerically controlled"
845891,"Lathes: for removing metal, numerically controlled, other than horizontal lathes"
845899,"Lathes: for removing metal, other than horizontal or numerically controlled lathes"
845910,"Machine-tools: way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
845921,"Machine-tools: for drilling by removing metal, numerically controlled"
845929,"Machine-tools: for drilling by removing metal, other than numerically controlled"
845931,"Machine-tools: for boring-milling by removing metal, numerically controlled"
845939,"Machine-tools: for boring-milling by removing metal, other than numerically controlled"
845941,"Machine-tools: for boring by removing metal, numerically controlled boring machines, n.e.c. in heading 8459"
845949,"Machine-tools: for boring by removing metal, not numerically controlled boring machines, n.e.c. in heading 8459"
845951,"Machine-tools: for milling by removing metal, knee-type, numerically controlled"
845959,"Machine-tools: for milling by removing metal, knee-type, other than numerically controlled"
845961,"Machine-tools: for milling by removing metal, (not knee-type), numerically controlled"
845969,"Machine-tools: for milling by removing metal, not knee-type, other than numerically controlled"
845970,Machine-tools: for threading or tapping by removing metal
846012,"Machine-tools: flat-surface grinding machines, numerically controlled"
846019,"Machine-tools: flat-surface grinding machines, other than numerically controlled"
846022,"Machine-tools: grinding machines (excluding flat-surface), centreless, numerically controlled"
846023,"Machine-tools: cylindrical grinding machines (excluding flat-surface and centreless), numerically controlled"
846024,"Machine-tools: grinding machines (excluding flat-surface, cylindrical and centreless), numerically controlled"
846029,"Machine-tools: grinding machines (excluding flat-surface), other than numerically controlled"
846031,"Machine-tools: sharpening (tool or cutter grinding) machines, numerically controlled"
846039,"Machine-tools: sharpening (tool or cutter grinding) machines, other than numerically controlled"
846040,Machine-tools: for honing or lapping
846090,"Machine-tools: for deburring, grinding, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.c. in heading no. 8460"
846120,"Machine-tools: shaping or slotting machines, working by removing metal, sintered metal carbides or cermets"
846130,"Machine-tools: broaching machines, working by removing metal, sintered metal carbides or cermets"
846140,"Machine-tools: gear cutting, gear grinding or gear finishing machines, working by removing metal, sintered metal carbides or cermets"
846150,"Machine-tools: sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets"
846190,"Machine-tools: planing machines, and other machine-tools n.e.c. in heading no. 8461: working by removing metal, sinistered metal carbides or cerments."
846211,"Machine-tools: forging and die-forging machines (including presses), closed die forging machines, for working metal"
846219,"Machine-tools: hot forming machines, hot hammers, for working metal"
846222,"Machine-tools: bending, folding, straightening or flattening machines (including press brakes) for flat products, for working metal, numerically controlled"
846223,"Machine-tools: bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled press brakes"
846224,"Machine-tools: bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled panel benders"
846225,"Machine-tools: bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled roll forming machines"
846226,"Machine-tools: bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled bending, folding, straightening or fattening machines (not press brakes, panel benders or roll forming machines)"
846229,"Machine-tools: bending, folding, straightening or flattening machines (including press brakes), for working metal, numerically controlled n.e.c. in item 84.62.2"
846232,"Machine-tools: slitting lines and cut-to-length lines, for working metal"
846233,"Machine-tools: shearing machines (excluding presses) for flat products, numerically controlled, other than combined punching and shearing machines, for working metal"
846239,"Machine-tools: shearing machines (excluding presses) for flat products, other than numerically controlled, other than combined punching and shearing machines, for working metal"
846242,"Machine-tools: punching, notching or nibbling machines (excluding presses) for flat products including combined punching and shearing machines, numerically controlled, for working metal"
846249,"Machine-tools: punching, notching or nibbling machines (excluding presses) for flat products including combined punching and shearing machines, other than numerically controlled, for working metal"
846251,"Machine-tools: for working tube, pipe, hollow section and bar (excluding presses), for working metal, numerically controlled"
846259,"Machine-tools: for working tube, pipe, hollow section and bar (excluding presses), for working metal, not numerically controlled"
846261,"Machine-tools: cold metal working presses, hydraulic presses"
846262,"Machine-tools: cold metal working presses, mechanical presses"
846263,"Machine-tools: cold metal working presses, servo-presses"
846269,"Machine-tools: cold metal working presses, other than hydraulic, mechanical or servo-presses"
846290,"Machine-tools: (including presses) for working metal by forging, hammering or die-forging, for bending, folding, straightening, flattening, shearing, punching, notching or nibbling metal, n.e.c. in heading 8462"
846310,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, draw-benches for bars, tubes, profiles, wire or the like"
846320,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, thread rolling machines"
846330,"Machine-tools: machines for working wire, without removing material"
846390,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463"
846410,"Machine-tools: sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846420,"Machine-tools: grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846490,"Machine-tools: for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)"
846510,"Machine-tools: which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar"
846520,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: machining centres"
846591,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: sawing machines"
846592,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: planing, milling or moulding (by cutting) machines"
846593,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: grinding, sanding or polishing machines"
846594,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: bending or assembling machines"
846595,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: drilling or morticing machines"
846596,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: splitting, slicing or paring machines"
846599,"Machine-tools: for working wood, cork, bone, hard rubber, hard plastics or similar hard materials: n.e.c. in heading no. 8465"
846610,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: tool holders and self-opening dieheads
846620,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: work holders
846630,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: dividing heads and other special attachments for machines
846691,"Parts & accessories suited for use solely/principally: for the machines of heading no. 8464, n.e.c. in heading no. 8466"
846692,"Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466"
846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: n.e.c. in heading no. 8466
846694,"Machine-tools: parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466"
846711,"Tools: for working in the hand, pneumatic, rotary type (including combined rotary-percussion)"
846719,"Tools: for working in the hand, pneumatic, other than rotary type"
846721,"Tools: for working in the hand, with self-contained electric motor: drills of all kinds"
846722,"Tools: for working in the hand, with self-contained electric motor: saws"
846729,"Tools: for working in the hand, with self-contained electric motor: other than saws and drills"
846781,"Tools: for working in the hand, chain saws with self-contained non-electric motor"
846789,"Tools: for working in the hand, (other than chain saws), hydraulic or with self-contained non-electric motor, (not pneumatic)"
846791,"Tools: for working in the hand, parts of chain saws, with self-contained non-electric motor"
846792,"Tools: for working in the hand, parts of pneumatic tools"
846799,"Tools: for working in the hand, parts thereof for other than chain saws and pneumatic tools"
846810,"Machinery and apparatus: hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting"
846820,"Machinery and apparatus: gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting"
846880,"Machinery and apparatus: for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468"
846890,"Machinery and apparatus: parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof"
847010,"Calculating machines: electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
847021,"Calculating machines: electronic, incorporating a printing device, needing an external source of power"
847029,"Calculating machines: electronic, (not incorporating a printing device), needing an external power source"
847030,Calculating machines: non-electronic
847050,Cash registers
847090,Machines incorporating a calculating device: n.e.c. in heading no. 8470
847130,"Automatic data processing machines: portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display"
847141,"Automatic data processing machines: comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30"
847149,"Automatic data processing machines: presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41"
847150,"Units of automatic data processing machines: processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units"
847160,"Units of automatic data processing machines: input or output units, whether or not containing storage units in the same housing"
847170,Units of automatic data processing machines: storage units
847180,"Units of automatic data processing machines: n.e.c. in item no. 8471.50, 8471.60 or 8471.70"
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
847210,Office machines: duplicating machines
847230,"Office machines: for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
847290,Office machines: not elsewhere classified
847321,"Calculating machines: parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)"
847329,"Machinery: parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)"
847330,"Machinery: parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471"
847340,"Machinery: parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472"
847350,"Machines: parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472"
847410,"Machines: for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
847420,"Machines: for crushing or grinding earth, stone, ores or other mineral substances"
847431,Machines: concrete or mortar mixers
847432,Machines: for mixing mineral substances with bitumen
847439,"Machines: for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen"
847480,"Machines: for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand"
847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand: parts"
847510,"Machines: for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes"
847521,"Machines: for manufacturing or hot working glass or glassware, for making optical fibres and preforms thereof"
847529,"Machines: for manufacturing or hot working glass or glassware, not for making optical fibres and preforms thereof"
847590,"Machines: parts, of those for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes and manufacturing or hot working glass or glassware"
847621,"Machines: automatic beverage-vending machines, incorporating heating or refrigerating devices"
847629,"Machines: automatic beverage-vending machines, not incorporating heating or refrigerating devices"
847681,"Machines: automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices"
847689,"Machines: automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), not incorporating heating or refrigerating devices"
847690,Machines: parts of automatic goods-vending machines
847710,"Machinery: injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847720,"Machinery: extruders, for working rubber or plastics or for the manufacture of products from these materials"
847730,"Machinery: blow moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847740,"Machinery: vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials"
847751,Machinery: for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes
847759,"Machinery: for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847780,"Machinery: for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847790,"Machinery: parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90"
847810,"Machinery: for preparing or making up tobacco, n.e.c. in this chapter"
847890,"Machinery: parts of those for preparing or making up tobacco, n.e.c. in this chapter"
847910,"Machinery and mechanical appliances: for public works, building or the like"
847920,Machinery: for the extraction or preparation of animal or fixed vegetable or microbial fats or oils
847930,Machinery and mechanical appliances: presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork
847940,Machines: for making rope or cable
847950,"Machinery and mechanical appliances: industrial robots, n.e.c. or included"
847960,Machinery and mechanical appliances: evaporative air coolers
847971,"Machinery and mechanical appliances: passenger boarding bridges, of a kind used in airports"
847979,"Machinery and mechanical appliances: passenger boarding bridges, other than of a kind used in airports"
847981,"Machines and mechanical appliances: for treating metal, including electric wire coil-winders"
847982,"Machines: for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
847983,Machines and mechanical appliances: cold isostatic presses
847989,"Machines and mechanical appliances: having individual functions, n.e.c. or included in this chapter"
847990,"Machines and mechanical appliances: parts, of those having individual functions"
848010,Moulding boxes: for metal foundry
848020,"Mould bases: for metal, metal carbides, glass, mineral materials, rubber or plastics"
848030,"Moulding patterns: of metal, metal carbides, glass, mineral materials, rubber or plastics"
848041,"Moulds: for metal or metal carbides, injection or compression types"
848049,"Moulds: for metal or metal carbides, other than injection or compression types"
848050,Moulds: for glass
848060,Moulds: for mineral materials
848071,"Moulds: for rubber or plastics, injection or compression types"
848079,"Moulds: for rubber or plastics, other than injection or compression types"
848110,"Valves: pressure reducing, for pipes, boiler shells, tanks, vats or the like"
848120,Valves: for oleohydraulic or pneumatic transmissions
848130,"Valves: check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like"
848140,"Valves: safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
848180,"Taps, cocks, valves and similar appliances: for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
848190,"Taps, cocks, valves and similar appliances: parts thereof"
848210,Ball bearings
848220,"Bearings: tapered roller bearings, including cone and tapered roller assemblies"
848230,Bearings: spherical roller bearings
848240,"Bearings: needle roller bearings, including cage and needle roller assemblies"
848250,"Bearings: cylindrical roller bearings, including cage and roller assemblies n.e.c. in heading no. 8482"
848280,"Bearings: n.e.c. in heading no. 8482, including combined ball/roller"
848291,"Bearings: parts, balls, needles and rollers"
848299,"Bearings: parts, (other than balls, needles and rollers)"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks
848320,"Bearing housings, incorporating ball or roller bearings"
848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
848340,"Gears and gearing: (not toothed wheels, chain sprockets and other transmission elements presented separately): ball or roller screws: gear boxes and other speed changers, including torque converters"
848350,"Pulleys and flywheels, including pulley blocks"
848360,Clutches and shaft couplings (including universal joints)
848390,"Transmission components: toothed wheels, chain sprockets and other transmission elements presented separately: parts"
848410,Gaskets and similar joints: of metal sheeting combined with other material or two or more layers of metal
848420,Seals: mechanical
848490,"Gasket sets or assortments of gaskets and similar joints: dissimilar in composition, put up in pouches, envelopes or similar packings"
848510,Machines for additive manufacturing: by metal deposit
848520,Machines for additive manufacturing: by plastic or rubber deposit
848530,"Machines for additive manufacturing: by plaster, cement, ceramics or glass deposit"
848580,"Machines for additive manufacturing: by other than metal, plastic, rubber, plaster, cement, ceramics or glass deposits"
848590,Machines for additive manufacturing: parts
848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers
848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits
848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays
848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486"
848690,Machines and apparatus of heading 8486: parts and accessories
848710,Ships' or boats' propellers and blades therefor
